gene_id	type	gene_type	gene_name	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
ELOA-AS1	ENSG00000236810.5	gene	antisense	ELOA-AS1	chr1	-0.043787785647003	2.75418299500306	-0.716938699817244	0.474281256192923	0.577569596234738	-6.12227614810823
MMEL1	ENSG00000142606.15	gene	protein_coding	MMEL1	chr1	-0.0176399248464334	1.39641917606672	-0.190588518647008	0.849048915160413	0.891394146165963	-6.1222780166651
ATP5F1	ENSG00000116459.10	gene	protein_coding	ATP5F1	chr1	0.0533394774022913	7.0790398864683	0.834160131390323	0.405225112731939	0.512451014892861	-6.12243707882042
SLC30A7	ENSG00000162695.11	gene	protein_coding	SLC30A7	chr1	-0.0365793148335736	2.92664773347335	-0.66728050685741	0.505392409471022	0.606201800553637	-6.12245423925054
ELL3	ENSG00000128886.11	gene	protein_coding	ELL3	chr15	-0.0332731662487846	1.92772706987307	-0.423624458238254	0.672312861140495	0.753726472746671	-6.12253084841779
LINC01481	ENSG00000257815.5	gene	antisense	LINC01481	chr12	-0.056801698722551	3.75553970269497	-0.827330229026634	0.409074745140072	0.516116394381765	-6.1225342902009
MAN1A2	ENSG00000198162.12	gene	protein_coding	MAN1A2	chr1	-0.0468385060142262	4.52048510301789	-0.937440415700952	0.349707187171437	0.457144630554538	-6.12256975061344
KCNQ1OT1	ENSG00000269821.1	gene	antisense	KCNQ1OT1	chr11	-0.0200876431030717	1.32402256562617	-0.236948254997452	0.81294900233623	0.864657889697945	-6.12271502729895
UBBP2	ENSG00000228247.1	gene	processed_pseudogene	UBBP2	chr1	-0.021141754131729	1.24766473787067	-0.120000531727804	0.904607927868737	0.932826603587622	-6.12274407444109
C1orf101	ENSG00000179397.17	gene	protein_coding	C1orf101	chr1	-0.0231798744668037	1.72863680159822	-0.36820476411169	0.71312530057517	0.787238005409614	-6.1227849132146
RP11-57H12.3	ENSG00000226026.5	gene	antisense	RP11-57H12.3	chr1	0.0265138891583314	1.39286972207485	0.315570918781293	0.752670212371202	0.81942304756539	-6.12287806979219
RP11-872J21.5	ENSG00000276182.1	gene	sense_intronic	RP11-872J21.5	chr14	-0.0617970171591486	3.6268117928645	-0.823977423516225	0.410972532584938	0.517876109463488	-6.12291413660266
RP11-560I19.1	ENSG00000234418.1	gene	lincRNA	RP11-560I19.1	chr7	0.0314140742431079	1.71213299944128	0.306479472623624	0.759570980953849	0.82483204492779	-6.12303365022954
CTD-2342J14.6	ENSG00000267277.1	gene	antisense	CTD-2342J14.6	chr19	0.0367956846798436	2.22183496818219	0.413481001095526	0.679714684714091	0.759731523932985	-6.1232198915234
ARMCX3-AS1	ENSG00000228275.1	gene	antisense	ARMCX3-AS1	chrX	-0.0919174482873919	2.3599118059261	-0.395279633742654	0.693074386407752	0.770223350902143	-6.12324113213514
MED23	ENSG00000112282.17	gene	protein_coding	MED23	chr6	-0.0432194366691241	3.83329817142397	-0.859916707940507	0.390905056987532	0.498622210155534	-6.12362552148751
RP11-245J24.1	ENSG00000238276.5	gene	processed_transcript	RP11-245J24.1	chr10	-0.0999350437975877	2.83714499394499	-0.665441085685484	0.506565269465608	0.607099798339897	-6.12382530512658
ACCS	ENSG00000110455.13	gene	protein_coding	ACCS	chr11	0.0732412215345075	3.3452761927908	0.743268051748339	0.458225936132904	0.562409172482145	-6.12384790770197
MIR4300HG	ENSG00000245832.6	gene	lincRNA	MIR4300HG	chr11	-0.00354260576886306	1.11451338208137	-0.0379532081970017	0.969764336069448	0.979361643140626	-6.12394390054119
AC002511.2	ENSG00000233214.1	gene	lincRNA	AC002511.2	chr19	0.0160530030508329	1.21518639880887	0.129776764628336	0.896878607781778	0.926820273841771	-6.12396509492649
NRL	ENSG00000129535.12	gene	protein_coding	NRL	chr14	-0.0412983586992253	2.66493711007663	-0.605352501828374	0.54565809944101	0.642338956812453	-6.12405232220671
RP11-680A11.5	ENSG00000257605.2	gene	antisense	RP11-680A11.5	chr12	-0.0471035901798871	3.04737560240432	-0.710027544737873	0.478546635917121	0.581454237508168	-6.1241552766201
LA16c-358B7.3	ENSG00000261505.1	gene	antisense	LA16c-358B7.3	chr16	0.0478355667218873	2.62396088320525	0.631209350319173	0.528652725469094	0.627177968833775	-6.12423550732562
CSNK2B	ENSG00000204435.13	gene	protein_coding	CSNK2B	chr6	-0.0307408308449819	8.16055872525719	-0.772761685939401	0.440611608061164	0.545717798011002	-6.12424783924129
AC007255.8	ENSG00000223813.2	gene	antisense	AC007255.8	chr7	-0.0226473898256806	1.32070552967494	-0.258445695847161	0.796339187778817	0.851971290517249	-6.1244982675915
EBNA1BP2	ENSG00000117395.12	gene	protein_coding	EBNA1BP2	chr1	-0.0590351365823194	5.82511029796282	-0.903309691789686	0.367490997961892	0.475082676961362	-6.12470530651676
PDZD8	ENSG00000165650.11	gene	protein_coding	PDZD8	chr10	0.0489947691416539	4.60068541379575	0.933310383682227	0.351829389012127	0.459449789848374	-6.12477885623833
RP11-366M4.11	ENSG00000248632.1	gene	processed_pseudogene	RP11-366M4.11	chr4	-0.0308428231757705	1.91995844217467	-0.39591554231145	0.692605977907572	0.769828819884933	-6.12486152380578
CYSTM1	ENSG00000120306.9	gene	protein_coding	CYSTM1	chr5	-0.0648877178365339	6.53947334164527	-0.889654084933039	0.3747625599268	0.482504312414455	-6.12489644229831
RP5-943J3.2	ENSG00000272931.1	gene	lincRNA	RP5-943J3.2	chr1	-0.0799495293690966	2.24634883923327	-0.572556468293819	0.567613425623099	0.662288252705256	-6.12493600123253
CTD-2302E22.4	ENSG00000261242.1	gene	antisense	CTD-2302E22.4	chr14	-0.0228349912320864	1.40019668469584	-0.278295544890975	0.781084318439008	0.840949706505932	-6.12494619319322
EIF1AY	ENSG00000198692.9	gene	protein_coding	EIF1AY	chrY	-0.0461149018896543	3.33015594949397	-0.777912774416711	0.437575877758596	0.542952932775737	-6.12497620201596
RPL32	ENSG00000144713.12	gene	protein_coding	RPL32	chr3	-0.0553862187578797	9.28842750461548	-0.69826541904874	0.485854216270877	0.588452463255198	-6.12503842284662
ZNF286A	ENSG00000187607.15	gene	protein_coding	ZNF286A	chr17	-0.0336107258862151	2.98947914311186	-0.758403866200509	0.449137152391505	0.554019609281892	-6.12511520506181
RP11-472K17.3	ENSG00000279965.1	gene	TEC	RP11-472K17.3	chr13	-0.00106763419319456	1.09945068790833	-0.00890168652206753	0.992906797767864	0.994863269452476	-6.12541202912178
RP5-1116H23.6	ENSG00000277087.1	gene	lincRNA	RP5-1116H23.6	chr20	-0.0181062651497992	1.54722509516159	-0.170692395977921	0.864644991554956	0.903759618702241	-6.1255182196971
RP11-74D7.3	ENSG00000278472.1	gene	sense_intronic	RP11-74D7.3	chr15	-0.0240944448740709	1.51507025628287	-0.220187458667938	0.825958596005858	0.874650314744348	-6.12570552721957
HLA-A	ENSG00000206503.12	gene	protein_coding	HLA-A	chr6	-0.0595380751971675	9.040671616171	-0.732924399883064	0.464496452067879	0.568213518970864	-6.12582050938641
RP11-573M3.3	ENSG00000255445.1	gene	processed_pseudogene	RP11-573M3.3	chr11	0.0330614228318626	1.83313990485028	0.390475556241872	0.696616867121263	0.77331242309898	-6.12584529556138
RP11-493L12.5	ENSG00000257924.1	gene	lincRNA	RP11-493L12.5	chr12	0.000640500306307801	1.01465360781406	0.0050980651556775	0.995937631632843	0.997208221639864	-6.12615484926298
TEFM	ENSG00000172171.10	gene	protein_coding	TEFM	chr17	-0.0287002866021036	2.74477451996166	-0.6164127370659	0.538350713157488	0.635911713012806	-6.126258219087
RP3-414A15.2	ENSG00000258695.2	gene	antisense	RP3-414A15.2	chr14	0.0295039787829361	1.47767336220769	0.286338695873284	0.774926777173962	0.836059087785131	-6.12643014547065
RNU6-833P	ENSG00000200356.1	gene	snRNA	RNU6-833P	chr10	0.00195146572135613	1.380670746531	0.0144200769282322	0.988509782243232	0.99221706588966	-6.12648895761033
AQR	ENSG00000021776.10	gene	protein_coding	AQR	chr15	-0.0267148005898314	3.62582245004739	-0.82138752039379	0.412442095081174	0.519216156137391	-6.12653928411099
PRR26	ENSG00000180525.11	gene	protein_coding	PRR26	chr10	0.0324941212469805	1.79870960497753	0.321969332280482	0.747825440370557	0.815410751038545	-6.12659780447386
RNASE4	ENSG00000258818.3	gene	protein_coding	RNASE4	chr14	0.0792116559314264	3.72923495719447	0.736107281804019	0.4625618202592	0.566359472945817	-6.12666298816395
STRAP	ENSG00000023734.10	gene	protein_coding	STRAP	chr12	-0.0478753593313597	7.73376994944836	-0.784890457412302	0.433483072674576	0.539359883306354	-6.126727376214
MAGIX	ENSG00000269313.5	gene	protein_coding	MAGIX	chrX	0.045641597154241	2.9995025944539	0.706734755725597	0.480586262111311	0.583408030993324	-6.12676619587003
RP11-126K1.6	ENSG00000237976.1	gene	antisense	RP11-126K1.6	chr1	-0.0720095478386429	2.92633381886605	-0.689207351279025	0.491523029663849	0.593722336993419	-6.12683424233661
CTAGE7P	ENSG00000233122.2	gene	processed_pseudogene	CTAGE7P	chr10	0.0235215962094264	1.48548103528636	0.30346171884501	0.761865877867749	0.826629155422794	-6.126951543204
GUK1	ENSG00000143774.16	gene	protein_coding	GUK1	chr1	-0.0593655132053712	8.55664063870858	-0.738972327754096	0.460824257537188	0.564864363483086	-6.12705751221486
RGP1	ENSG00000107185.9	gene	protein_coding	RGP1	chr9	-0.043260604271139	4.2732638681491	-0.924947212948103	0.356151887919724	0.463612203679384	-6.12730382356032
RPSAP36	ENSG00000243175.1	gene	transcribed_processed_pseudogene	RPSAP36	chr4	-0.0254994654499544	1.33063509798419	-0.245714470386017	0.806165156075286	0.859396146313443	-6.12730483029692
RP11-403A21.1	ENSG00000265752.2	gene	lincRNA	RP11-403A21.1	chr18	-0.0278473171347424	1.46068380843218	-0.280407251776166	0.779466315908107	0.839653567078909	-6.12731613907122
LINC01176	ENSG00000281404.1	gene	lincRNA	LINC01176	chr7	-0.0757376820175475	3.31444169423885	-0.775583185263888	0.438947287454037	0.544110132745028	-6.12745939873787
TMEM8C	ENSG00000187616.4	gene	protein_coding	TMEM8C	chr9	-0.00555479906046147	1.0692131797751	-0.0534929338521205	0.957394656467704	0.970275835875338	-6.12752223420985
PDCL3P5	ENSG00000213089.4	gene	processed_pseudogene	PDCL3P5	chr6	-0.0358229324906971	1.56474596838935	-0.334401702479484	0.738440656620293	0.807871809684416	-6.12758242233393
ZNF571	ENSG00000180479.13	gene	protein_coding	ZNF571	chr19	0.0315769202962803	2.62994524514685	0.573760065705786	0.566800197616701	0.66165669360015	-6.12769062986522
UBB	ENSG00000170315.13	gene	protein_coding	UBB	chr17	0.0440174130018534	9.52567831765423	0.633858585340292	0.526925874193277	0.625676257643848	-6.12775225951578
MED22	ENSG00000148297.15	gene	protein_coding	MED22	chr9	-0.0357985273003614	4.37611812431306	-0.919628594377258	0.358918288995911	0.466603364748625	-6.1277573666613
CTB-52I2.7	ENSG00000279172.1	gene	TEC	CTB-52I2.7	chr19	0.034595617251448	1.45287374459893	0.259737516053568	0.795343947608806	0.851404357854728	-6.12785360671308
NAPSA	ENSG00000131400.7	gene	protein_coding	NAPSA	chr19	-0.0362373543096866	1.92866357764652	-0.365688486547891	0.714999232216652	0.788573495912563	-6.12863703309838
SLC25A28	ENSG00000155287.10	gene	protein_coding	SLC25A28	chr10	-0.0449382916297854	7.0934596556773	-0.857762347516133	0.392090827358975	0.499687019422618	-6.12878090994516
RP1-34B20.4	ENSG00000217275.2	gene	processed_pseudogene	RP1-34B20.4	chr6	-0.0397976484756706	1.81575974908111	-0.403511925169964	0.687019705643603	0.765748641736909	-6.12913937990927
CSAD	ENSG00000139631.18	gene	protein_coding	CSAD	chr12	0.0511136095622948	5.44525791499673	0.931258093707363	0.352887001306494	0.460410807689135	-6.12914221938125
JCHAIN	ENSG00000132465.10	gene	protein_coding	JCHAIN	chr4	-0.0437314447897832	1.4486795014599	-0.285211807498173	0.775788632633768	0.83672920613439	-6.12922396769077
RP11-347C18.3	ENSG00000253878.5	gene	sense_intronic	RP11-347C18.3	chr8	-0.0250577875665786	1.65062958090523	-0.255000321102738	0.798995191651322	0.853959116000519	-6.12929193107682
SLC28A3	ENSG00000197506.7	gene	protein_coding	SLC28A3	chr9	0.00296284499752253	1.03465532302473	0.0297592460528263	0.976289904495093	0.983974042102966	-6.12942910165768
GPAA1	ENSG00000197858.10	gene	protein_coding	GPAA1	chr8	-0.0397838028731181	6.99505487794776	-0.841462359256843	0.401133487021697	0.508496730018126	-6.12951395824005
NRSN1	ENSG00000152954.11	gene	protein_coding	NRSN1	chr6	-0.162006682351118	5.13482992691184	-0.927943036774921	0.354599635097587	0.462081037507143	-6.12968393181576
RP11-395I14.2	ENSG00000253476.1	gene	lincRNA	RP11-395I14.2	chr8	0.0274047115721112	1.51193160302525	0.300509261681338	0.764113163524066	0.828037821240078	-6.12973068527476
MARCO	ENSG00000019169.10	gene	protein_coding	MARCO	chr2	-0.0357881993628858	1.75203142017613	-0.237911338173906	0.812203006239417	0.864053307468518	-6.12979508337257
RP11-82L7.4	ENSG00000259223.2	gene	lincRNA	RP11-82L7.4	chr15	6.68406465052507e-05	1.03956860008977	0.000667778032367516	0.999467882053007	0.999670113282119	-6.13009052510881
ADH5	ENSG00000197894.10	gene	protein_coding	ADH5	chr4	0.0435362648150592	6.39712836475582	0.893382208572865	0.372768506384965	0.480653864028099	-6.13010929302926
ADIG	ENSG00000182035.11	gene	protein_coding	ADIG	chr20	-0.00839137309474314	1.06455905371547	-0.0795919404844826	0.936644519687585	0.955140860991852	-6.13043566757292
RP11-113K21.3	ENSG00000255010.1	gene	processed_pseudogene	RP11-113K21.3	chr11	-0.0228236852955028	1.49646842937937	-0.192853039596867	0.847277461892028	0.890288771818086	-6.13073147912673
GUCA1C	ENSG00000138472.10	gene	protein_coding	GUCA1C	chr3	-0.0358830458060446	1.37340831000943	-0.21832165567422	0.82740987120248	0.875674547233735	-6.13083671625157
ADGRG6	ENSG00000112414.14	gene	protein_coding	ADGRG6	chr6	0.0396031587933428	2.07229902868338	0.34882063688921	0.727605355582004	0.799107944807031	-6.13087437076914
SPTY2D1-AS1	ENSG00000247595.4	gene	protein_coding	SPTY2D1-AS1	chr11	-0.0292996555616178	1.76474910568304	-0.399358470760154	0.690071986787335	0.767903926021582	-6.13090213816341
AC097359.2	ENSG00000231449.1	gene	processed_pseudogene	AC097359.2	chr3	0.0331266342780874	1.61513151245116	0.305063824873449	0.76064726762698	0.825632300752373	-6.13105713492521
CCK	ENSG00000187094.11	gene	protein_coding	CCK	chr3	-0.1642327078082	7.85385084361916	-0.739926466160919	0.460246419081712	0.564345708080823	-6.13113523516301
WEE1	ENSG00000166483.10	gene	protein_coding	WEE1	chr11	0.0461347014089646	2.22599816561313	0.411925267125616	0.680852704944633	0.76060178664323	-6.13127911050578
AC009110.1	ENSG00000231589.1	gene	lincRNA	AC009110.1	chr16	0.00843465471235805	1.01233541821524	0.0816273606468984	0.935027886481675	0.954170293346718	-6.13129667778329
KHDRBS1	ENSG00000121774.17	gene	protein_coding	KHDRBS1	chr1	0.0396412636924968	6.58908181538671	0.865852476685228	0.387649354415203	0.495369619155258	-6.1313147262891
RP11-480N24.4	ENSG00000220614.1	gene	processed_pseudogene	RP11-480N24.4	chr6	0.0205834479438535	1.54254914981756	0.199511129099471	0.842073613478176	0.8863357566915	-6.13134253848258
FAR2P2	ENSG00000178162.8	gene	transcribed_unprocessed_pseudogene	FAR2P2	chr2	0.0659476599731073	3.80324782937241	0.824068137795137	0.410921116362214	0.517855110384993	-6.13136176160695
RP5-1125A11.6	ENSG00000275784.1	gene	lincRNA	RP5-1125A11.6	chr20	0.00629947366146011	1.27064662925072	0.0606441514536846	0.951705550820379	0.96591840695227	-6.13148940186599
STAP1	ENSG00000035720.7	gene	protein_coding	STAP1	chr4	-0.0179452342842705	1.36828209004534	-0.0866281380798696	0.931057177372651	0.951601560534594	-6.13167634428694
SCARF1	ENSG00000074660.15	gene	protein_coding	SCARF1	chr17	-0.0771444402229684	3.78022676038789	-0.80322566132376	0.422835384141728	0.529006268121985	-6.13198025137689
SPATA4	ENSG00000150628.6	gene	protein_coding	SPATA4	chr4	0.0264945588250138	1.53739455005731	0.298146061450071	0.765913376667881	0.82915522097306	-6.13200822986707
CCDC94	ENSG00000105248.15	gene	protein_coding	CCDC94	chr19	-0.0535750540849236	5.57725977070786	-0.92982671241973	0.353625837523198	0.461078061465134	-6.13235104653987
PSTPIP1	ENSG00000140368.12	gene	protein_coding	PSTPIP1	chr15	-0.0422483324479965	2.78823943276712	-0.521009223578959	0.602959408490593	0.693027324668184	-6.1324165908655
RP11-295P9.12	ENSG00000273474.1	gene	antisense	RP11-295P9.12	chr10	0.0281658845305042	1.48155701236487	0.2691456910974	0.788105947349875	0.846015723992896	-6.13255111210121
TSPAN2	ENSG00000134198.9	gene	protein_coding	TSPAN2	chr1	0.0369614150453961	1.98591855698418	0.436858007531036	0.662704163976254	0.745358372297627	-6.13262321937135
LINC00471	ENSG00000181798.2	gene	lincRNA	LINC00471	chr2	-0.0314412162784647	1.77921380988989	-0.403462930440809	0.687055680945399	0.765748641736909	-6.13265240741901
TCTA	ENSG00000145022.4	gene	protein_coding	TCTA	chr3	-0.0445639453052786	6.45410077702968	-0.881159582835541	0.379330757327155	0.486896192338152	-6.13268248790831
NKG7	ENSG00000105374.9	gene	protein_coding	NKG7	chr19	-0.0779313543151807	2.46297029253641	-0.494829368813589	0.621285099115933	0.709798387560605	-6.13272304011112
GPAT2	ENSG00000186281.12	gene	protein_coding	GPAT2	chr2	0.040000391070165	2.33725944475696	0.411955777525628	0.680830379519667	0.76060178664323	-6.13272734242029
MRPL57	ENSG00000173141.4	gene	protein_coding	MRPL57	chr13	-0.0493538957362949	6.10909176125709	-0.887448989929154	0.375945116111269	0.483448643483116	-6.13272977025022
AP000473.8	ENSG00000270093.1	gene	lincRNA	AP000473.8	chr21	-0.0513997580664074	2.67267544283265	-0.575350697008724	0.565726328904875	0.660656694934031	-6.13274065149079
MRFAP1L1	ENSG00000178988.10	gene	protein_coding	MRFAP1L1	chr4	-0.0337734897649167	7.77686559482023	-0.782230804519841	0.435040471745099	0.540661729455906	-6.13287681732353
CTD-2248H3.1	ENSG00000248794.1	gene	processed_pseudogene	CTD-2248H3.1	chr5	-0.0375493661670594	1.66813828682281	-0.310268540068031	0.756692547395534	0.822550696011677	-6.13312003262773
SH3BP5-AS1	ENSG00000224660.1	gene	antisense	SH3BP5-AS1	chr3	0.0569307784494906	3.51471841176354	0.787419523895652	0.432005158786756	0.538016252727364	-6.13313487075501
CH17-262A2.1	ENSG00000275426.1	gene	sense_intronic	CH17-262A2.1	chr4	-0.046064261445623	2.14122859931304	-0.341304600970277	0.733246693181679	0.803598740770732	-6.13328749218008
KLHL13	ENSG00000003096.14	gene	protein_coding	KLHL13	chrX	0.0552404802601023	2.5991016326667	0.654153456391135	0.513794000594095	0.613918477283878	-6.13335993433204
HCG25	ENSG00000232940.5	gene	antisense	HCG25	chr6	0.0231407127681083	1.49060179107715	0.284713407656909	0.776169902643704	0.836954914298689	-6.1333766940876
AC007787.3	ENSG00000279044.1	gene	TEC	AC007787.3	chr19	0.0492747973697951	1.80406669990354	0.426432337139756	0.670269518302118	0.751865464816322	-6.13339127691029
PHACTR3	ENSG00000087495.16	gene	protein_coding	PHACTR3	chr20	0.0558274651551161	7.26865410330307	0.839685306494868	0.402126906608766	0.509517114768841	-6.13363743273921
RP11-2C24.7	ENSG00000274678.1	gene	lincRNA	RP11-2C24.7	chr16	-0.0326518506815006	1.89418294852968	-0.277459164091053	0.781725423039124	0.84149099825422	-6.13365292727358
PHTF2	ENSG00000006576.16	gene	protein_coding	PHTF2	chr7	0.0403860933647628	3.51079763814586	0.819909279997673	0.413282283520907	0.519834459911268	-6.13399614009823
RP11-888D10.4	ENSG00000273284.1	gene	sense_intronic	RP11-888D10.4	chr18	-0.0397815733934805	1.92821225344207	-0.395201238721648	0.693132140156498	0.770252350872732	-6.13414500648433
RP11-541M12.6	ENSG00000279822.1	gene	TEC	RP11-541M12.6	chr10	0.032815420060385	1.88502876755322	0.361715975278636	0.717961179023796	0.790908063282122	-6.13417423411025
CCDC190	ENSG00000185860.13	gene	protein_coding	CCDC190	chr1	0.00316761367882457	1.24369736319164	0.0329061640716729	0.973783525332985	0.981854669347348	-6.13443406780963
HLA-DQB1-AS1	ENSG00000223534.1	gene	antisense	HLA-DQB1-AS1	chr6	0.0586058754171295	2.05149853142368	0.312846179433511	0.754736336774408	0.821099712412515	-6.13445768362924
GSDMC	ENSG00000147697.8	gene	protein_coding	GSDMC	chr8	0.00333958813214896	1.25339110177156	0.0348739760045969	0.972216382309636	0.981036838641812	-6.13448902034267
RP11-442G21.2	ENSG00000279633.1	gene	TEC	RP11-442G21.2	chr14	0.0262300985676645	1.62931177146673	0.300262591334369	0.764301009535703	0.828083521642485	-6.13449405069141
AC011524.1	ENSG00000267528.1	gene	lincRNA	AC011524.1	chr19	-0.0226830256181019	1.31394703540869	-0.219782125613016	0.826273824939368	0.874776648569462	-6.13455017481641
OR7E155P	ENSG00000234655.3	gene	unprocessed_pseudogene	OR7E155P	chr13	-0.0148168037763835	1.24206794763186	-0.157515815757532	0.875003510418472	0.911129300279346	-6.13473265513137
OR7E7P	ENSG00000238228.1	gene	unprocessed_pseudogene	OR7E7P	chr7	0.0440994342850614	2.58343015430276	0.496996232206402	0.619759076014505	0.708454158966026	-6.13473443298318
AC008746.5	ENSG00000235681.1	gene	processed_pseudogene	AC008746.5	chr19	0.039604080498951	1.95290099129652	0.367911104180682	0.713343906447077	0.787354590747964	-6.13483059529386
IL10RB	ENSG00000243646.9	gene	protein_coding	IL10RB	chr21	0.0459745558071085	3.83432231323533	0.799497439530005	0.424987860833289	0.531071117312476	-6.13483083511648
THAP11	ENSG00000168286.2	gene	protein_coding	THAP11	chr16	-0.0351269372735663	5.49476088729509	-0.916135517601379	0.360742547545552	0.468499315777906	-6.13495296692984
GS1-124K5.8	ENSG00000244657.1	gene	transcribed_unprocessed_pseudogene	GS1-124K5.8	chr7	-0.0182225827691426	1.52066528882505	-0.162356306097321	0.871195643770614	0.90846005541484	-6.135028438087
BCYRN1	ENSG00000236824.2	gene	scRNA	BCYRN1	chr2	-0.143085646496919	10.5301486555205	-0.608832002411215	0.54335389183639	0.640370092442325	-6.13512838879937
RP1-122K4.3	ENSG00000212663.2	gene	lincRNA	RP1-122K4.3	chrX	0.0220359185684208	1.3921911631394	0.207692107165505	0.835689030607581	0.881790012780052	-6.13517271251701
AIM2	ENSG00000163568.14	gene	protein_coding	AIM2	chr1	-0.0210796059140568	1.48924007981201	-0.212555011969861	0.831899067498524	0.879010870852041	-6.13525999486284
CPB1	ENSG00000153002.11	gene	protein_coding	CPB1	chr3	-0.0461629799839252	1.76176702596306	-0.261263388953365	0.794168821583451	0.850445749521363	-6.13559254965373
RP11-446H18.5	ENSG00000239828.6	gene	lincRNA	RP11-446H18.5	chr3	-0.0190404571767739	1.47532890947079	-0.228777506193869	0.81928481257765	0.869609959428245	-6.13585403092969
METTL1	ENSG00000037897.16	gene	protein_coding	METTL1	chr12	-0.0655538149819272	3.59688018950732	-0.846919192810354	0.398092267639626	0.505827494864848	-6.13586418253522
RP5-855D21.2	ENSG00000273402.1	gene	antisense	RP5-855D21.2	chr8	-0.0329273541871282	2.03443562850343	-0.300190084047068	0.76435622841704	0.828106471807747	-6.13598641830067
CTC-498J12.1	ENSG00000250237.1	gene	lincRNA	CTC-498J12.1	chr5	0.0123277488904938	1.24969345468221	0.105173801330614	0.916347452488568	0.941262075447389	-6.13605759267957
EIF5	ENSG00000100664.10	gene	protein_coding	EIF5	chr14	0.0446703491476237	6.96630128613773	0.844742965168238	0.399303447487654	0.506995766484428	-6.13608945738916
SLC22A8	ENSG00000149452.15	gene	protein_coding	SLC22A8	chr11	0.00682941064071196	0.986935410940458	0.0601003423053636	0.952138091291944	0.966115596010218	-6.13620685170373
PARP3	ENSG00000041880.14	gene	protein_coding	PARP3	chr3	-0.0493710969935366	5.01497889015079	-0.931016682250558	0.35301154164096	0.460523903920887	-6.13626617475313
RP11-707M3.3	ENSG00000272155.1	gene	antisense	RP11-707M3.3	chr8	-0.0578034593731103	2.37659512480022	-0.464088857333984	0.643108690875195	0.729388143249743	-6.13632732007008
RP11-529E10.6	ENSG00000261643.1	gene	sense_overlapping	RP11-529E10.6	chr4	-0.068303151124526	3.26156557881068	-0.732727258337135	0.464616428464218	0.568274567893345	-6.13646485995491
SERPINF1	ENSG00000132386.10	gene	protein_coding	SERPINF1	chr17	0.190188238421515	4.82687342140579	0.924931348943656	0.356160119152132	0.463612203679384	-6.13649015238444
GBX2	ENSG00000168505.6	gene	protein_coding	GBX2	chr2	0.0167618296397388	1.30546548890201	0.153644394755997	0.878051144894423	0.913416468072572	-6.13696900811546
EDA	ENSG00000158813.17	gene	protein_coding	EDA	chrX	0.0283627413549981	2.04143342323258	0.388787587480169	0.697863148751203	0.774307297022837	-6.13705989366757
CXCL11	ENSG00000169248.12	gene	protein_coding	CXCL11	chr4	-0.0248561894232397	1.85824665683419	-0.107982255407431	0.914122279895874	0.939571419452775	-6.13720150143166
AC019181.3	ENSG00000224331.2	gene	processed_pseudogene	AC019181.3	chr2	0.0186033169657255	1.51777690645881	0.140835683886673	0.888147077543213	0.9200951207141	-6.13721635724106
RP3-369A17.4	ENSG00000224164.1	gene	lincRNA	RP3-369A17.4	chr6	-0.0154614328429148	1.30340304659059	-0.145364864170047	0.884574961910612	0.917770099073996	-6.13734631960579
RP11-298D21.3	ENSG00000261103.1	gene	antisense	RP11-298D21.3	chr16	0.0137354404822415	1.2684993590218	0.129928220746072	0.896758938606289	0.926735971468845	-6.13741122481771
LINC01563	ENSG00000236819.1	gene	lincRNA	LINC01563	chr17	-0.0687065608763473	3.77293527649468	-0.807341748257717	0.420466464284053	0.526665417835205	-6.13760904531047
ZNF646	ENSG00000167395.10	gene	protein_coding	ZNF646	chr16	-0.0377084657766495	3.48943228365108	-0.799961691585742	0.424719475307378	0.530911573697121	-6.13761209267089
C1orf112	ENSG00000000460.16	gene	protein_coding	C1orf112	chr1	0.0268358117573881	1.98341785270646	0.381378879447039	0.7033429145354	0.778789109846005	-6.13766297311655
IFT74-AS1	ENSG00000234676.1	gene	antisense	IFT74-AS1	chr9	-0.021896806406857	1.33219330152918	-0.217791352918099	0.827822464584812	0.875844519192402	-6.13766699331277
VN1R51P	ENSG00000228038.1	gene	processed_pseudogene	VN1R51P	chr9	-0.0587745433631115	2.13924172175529	-0.538427607233713	0.590904169843326	0.682427419769693	-6.13788565243337
RP11-489D6.2	ENSG00000259446.5	gene	antisense	RP11-489D6.2	chr15	0.0514231429595791	2.25997677294603	0.370528165374722	0.711396556144825	0.785953964717264	-6.13794303304562
BTN2A1	ENSG00000112763.15	gene	protein_coding	BTN2A1	chr6	0.0439276491997935	4.77650731414882	0.925619685432	0.355803078520775	0.463345763550311	-6.13805442963427
RP11-253M7.1	ENSG00000259426.5	gene	antisense	RP11-253M7.1	chr15	-0.019762688996638	1.36271583326957	-0.204225743196116	0.838392937471105	0.883705662861422	-6.13817235155148
LRRC37A4P	ENSG00000214425.7	gene	transcribed_unprocessed_pseudogene	LRRC37A4P	chr17	-0.0279012839433916	1.59743145132233	-0.346508952851591	0.729338877419145	0.800491873328935	-6.1382112242532
PWRN1	ENSG00000259905.5	gene	lincRNA	PWRN1	chr15	-0.0203103487802563	1.3922047564317	-0.188474679045102	0.850703189539978	0.892638487148301	-6.13823986596777
RP5-858B6.3	ENSG00000223393.1	gene	antisense	RP5-858B6.3	chr1	0.00536746644980535	1.26926189067687	0.0604880134305277	0.951829740013316	0.965963859786601	-6.13839774305964
